Q_Exactive,Impact_MS,maXis,Our_samples
6186,51869,118399,33226
6191,51878,118511,33246
6194,51962,118522,33310
6215,52104,118528,33336
6217,52137,118623,33347
6224,52144,118640,33502
6236,52267,118642,33505
6237,52278,118669,33506
6261,52279,118672,33540
6264,52281,118842,33569
6267,52288,118993,33585
6268,52322,119139,33586
6273,52395,119166,33602
6275,52413,119175,33737
6278,52419,119179,33744
6281,52460,119364,33749
6285,52461,119377,33755
6287,52462,119669,33763
6338,52463,119760,33867
6341,52465,119762,33881
6343,52466,119763,33882
6354,52471,119770,33913
6377,52484,119828,34091
6380,53018,119849,34240
6387,53023,119929,34259
6396,53060,120027,34343
6425,53084,120049,34373
6432,53094,123163,34390
6478,53121,123223,34392
6484,53127,123262,34393
6485,53176,123312,34399
6491,53177,123318,34402
6494,53192,123354,34405
6495,53236,123363,34415
6499,53253,123387,34433
6510,53270,123871,34481
6511,53271,123873,34487
6512,53272,123963,34506
6515,53298,123983,34515
6521,53304,123986,34519
6522,53917,124009,34553
6523,54162,124213,34557
6524,54219,124243,34570
6526,54223,124392,34581
6527,54342,124449,34611
6531,54346,124531,34620
6547,54383,124540,34623
6548,54488,124541,34626
6549,54492,124554,34653
6550,54553,124590,34670
6551,54673,124591,34672
6555,54696,124723,34683
6556,54734,124767,34685
6565,54752,124891,34699
6568,54770,125019,34702
6569,54775,125030,34726
6570,55000,125342,34791
6572,55012,125354,34821
6577,55019,125904,34830
6580,55026,126004,34849
6586,55029,126007,34856
6597,55099,126018,34930
6599,55424,126025,34984
6602,55426,126026,35200
6606,55429,126034,35202
6608,55467,126047,35203
6609,55560,126064,35204
6614,55561,126068,35228
6617,55676,126074,35242
6618,55745,126078,35314
6627,55747,126098,35472
6629,55781,126117,35502
6632,55845,126167,35514
6633,55850,126170,35517
6635,55854,126180,35537
6638,55895,126189,35570
6651,55917,126222,35574
6658,55942,126265,35600
6663,56051,126351,35697
6673,56053,126600,35752
6678,56143,126697,35761
6679,56147,126926,35780
6684,56189,126985,35782
6688,56190,127008,35791
6696,56337,127077,35802
6699,56344,127165,35808
6704,56376,127166,35811
6708,56381,127171,35922
6716,56416,127173,35981
6717,56426,127319,36004
6720,56436,127323,36008
6722,56441,127403,36022
6731,56444,127633,36033
6733,56448,127716,36062
6736,56467,127762,36140
6738,56674,127832,36275
6739,56701,127843,36285
6740,56711,128097,36290
6742,56732,128146,36421
6744,56758,128206,36489
6746,56759,128238,36510
6752,56761,128332,36514
6755,56926,128336,36517
6760,57067,128343,36529
6762,57068,128466,36530
6775,57085,128514,36563
6776,57089,128565,36587
6779,57110,130336,36611
6785,57116,130431,36621
6787,57118,130439,36627
6796,57122,130500,36631
6806,57157,130588,36635
6810,57159,130589,36638
6815,57398,130590,36653
6817,57410,130617,36760
6819,57487,130643,36940
6821,57494,130754,37913
6826,57600,130763,37954
6831,57601,130766,37965
6837,57602,130838,38014
6841,57604,130860,38034
6843,57606,130924,38125
6845,57610,130933,38135
6854,57614,130984,38153
6856,57616,130990,38158
6857,57617,131072,38167
6858,57618,131082,38175
6861,57623,131183,38199
6864,57624,131191,38201
6885,57629,131192,38209
6903,57634,131343,38264
6905,57636,131344,38298
6907,57641,131375,38307
6910,57642,131390,38337
6917,57646,131423,38535
6937,57647,131498,38545
6938,57654,131552,38706
6943,57659,131750,38722
6948,57666,131910,38790
6949,57675,132035,38969
6951,57691,132055,39020
6955,57692,132058,39031
6956,57696,132062,39057
6962,57705,132067,39086
6968,57712,132081,39105
6975,57741,132186,39107
6976,57746,132195,39151
6980,57747,132273,39163
6981,57751,132331,39186
6986,57779,132689,39212
6991,57788,132697,39256
6993,57796,132754,39314
6995,57798,132758,39361
6997,57860,132765,39377
7004,57874,132877,39378
7005,57899,132883,39532
7014,57901,132885,39597
7015,57922,132896,39628
7017,58010,132945,39636
7021,58427,132977,39669
7024,58478,133000,39759
7034,58485,133024,39799
7039,58499,133170,39868
7057,58512,133181,39883
7065,58543,133187,39904
7066,58664,133242,39910
7067,58761,133289,39927
7068,58806,133314,39936
7070,60121,133336,39983
7072,60154,133596,40042
7079,60222,133621,40075
7082,60253,133626,40134
7089,60270,133778,40178
7093,60690,134121,40186
7095,60800,134244,40238
7099,60866,134253,40276
7100,60923,134263,40290
7104,60958,134297,40296
7113,60970,134497,40375
7115,60972,134655,40627
7121,60973,134759,40720
7127,60974,135172,40812
7135,60979,135203,40824
7137,60982,135211,40825
7139,60994,135212,40826
7142,60997,135299,40867
7145,61007,135458,40880
7154,61008,135533,40907
7155,61009,135636,40942
7156,61016,136041,41043
7163,61022,136044,41048
7166,61023,136113,41059
7172,61033,136136,41080
7183,61045,136191,41120
7184,61050,136226,41122
7187,61079,136453,41147
7189,61090,136678,41151
7190,61106,136727,41154
7191,61127,136751,41161
7196,61167,136832,41183
7200,61241,137291,41205
7201,61369,137699,41292
7203,61398,137709,41336
7207,61400,137715,41709
7209,61429,137890,41714
7214,61437,137896,41723
7216,61442,138037,41847
7217,61445,138072,41878
7218,61448,138073,41881
7225,61449,138083,41891
7270,61453,138154,41894
7294,61455,138155,41902
7296,61458,138201,41905
7297,61459,138308,41914
7300,61462,138347,41915
7307,61474,138548,41987
7310,61578,138549,41997
7322,61631,138554,42025
7336,61653,138568,42076
7337,61659,139050,42091
7430,62102,139053,42323
7442,62389,139459,42381
7499,62473,139524,42444
7565,62475,139532,42545
7648,62476,139558,42546
7655,62480,139563,42549
7668,62481,139564,42550
7679,62482,139574,42577
7688,62528,139593,42631
7689,62925,139624,42664
7699,62975,139650,42671
7708,63060,139927,42673
7715,63068,139940,42675
7718,63360,140271,42702
7726,63361,140291,42703
7728,63379,140292,42732
7743,63431,140477,42764
7745,63470,140479,42950
7757,63471,140509,42953
7761,63473,140516,42955
7797,63480,140599,42979
7815,63499,140725,42981
7868,63526,140750,42983
7880,63567,141069,43027
7961,63573,141093,43105
7963,63581,141103,43135
7970,63637,141119,43203
7971,63697,141123,43243
7972,63718,141153,43347
7977,63851,141169,43436
8043,63899,141434,43437
8044,63964,141455,43471
8053,63998,141471,43542
8063,64032,141494,43565
8078,64038,141572,43612
8079,64055,142577,43613
8088,64063,142583,43629
8094,64064,142584,43645
8104,64065,142621,43646
8106,64073,142754,43705
8108,64074,143010,43718
8111,64078,143090,43735
8114,64089,143092,43783
8123,64095,143102,43827
8138,64140,143119,43938
8151,64159,143138,44139
8154,64195,143201,44140
8155,64246,143299,44233
8157,64263,143359,44601
8192,64279,143822,44633
8193,64327,143913,44662
8234,64328,145732,44665
8243,64338,145765,44681
8244,64379,145830,44693
8245,64415,145831,44694
8254,64438,145846,44707
8256,64867,145851,44713
8263,64877,146070,44716
8285,64898,146157,44794
8288,65766,146162,44829
8289,65767,146219,44832
8295,65768,146226,44871
8302,65769,146227,44886
8303,65851,146242,45004
8304,65855,146424,45036
8305,65857,146480,45079
8306,65874,146484,45081
8307,65922,146504,45197
8310,66273,146828,45254
8311,66754,146859,45351
8319,66828,146929,45355
8322,66901,146936,45357
8323,66910,146982,45367
8325,66917,146989,45378
8326,66951,146999,45428
8328,66952,147008,45435
8336,67011,147488,45461
8341,67020,147540,45513
8342,67096,147544,45545
8345,67149,147703,45548
8346,67215,147710,45600
8347,67312,147778,45630
8353,67350,147908,45648
8382,67354,147909,45651
8383,67359,147925,45655
8385,67370,147932,45657
8412,67371,147937,45659
8414,67391,147968,45671
8426,67478,148049,45699
8428,67525,148349,45721
8463,67532,148358,45729
8466,67902,148384,45732
8467,68086,148481,45740
8470,68230,148528,45742
8474,68232,148657,45758
8476,68233,148671,45763
8483,68234,148687,45796
8487,68236,148746,45811
8491,68250,148859,45871
8492,68251,148866,45875
8493,68252,149175,45905
8500,68255,149318,45906
8516,68273,149320,45907
8517,68276,149331,45908
8519,68278,149487,45917
8527,68285,149489,45937
8530,68294,149541,45939
8533,68305,149610,45948
8537,68310,149660,45949
8538,68319,149682,45966
8539,68322,149716,45977
8540,68340,149726,45989
8542,68397,149786,45990
8552,68684,149846,46008
8559,68740,149849,46042
8560,68895,150945,46049
8562,68985,150953,46064
8564,69062,150954,46086
8565,69092,151059,46091
8568,69102,151068,46092
8573,69117,151073,46093
8575,69121,151086,46101
8576,69124,151131,46105
8577,69220,151140,46122
8578,69243,151461,46700
8581,69332,151477,46711
8583,69457,151543,46720
8585,69594,151549,46728
8586,69597,151574,46748
8587,69598,151592,46761
8590,69625,151914,46781
8609,69645,152297,46884
8617,69651,152327,46887
8621,69653,152648,46909
8631,69707,152703,46919
8671,69711,152756,46921
8672,69712,152809,46935
8673,69724,152941,46943
8674,69733,152972,46969
8677,69737,153029,46975
8678,69953,153059,47025
8683,70008,153084,47056
8700,70013,153121,47064
8703,70021,153222,47065
8706,70024,153258,47076
8718,70025,153333,47189
8722,70027,153668,47273
8723,70033,153669,47319
8725,70042,153725,47323
8729,70082,153733,47332
8736,70083,153891,47643
8745,70104,154121,47721
8746,70154,154578,47729
8747,70187,154663,47734
8754,70219,154842,47744
8755,70230,154908,47768
8756,70251,155072,47777
8757,70254,155147,47792
8758,70265,155211,47829
8772,70269,155234,47881
8780,70297,155236,47914
8781,70298,158224,47921
8784,70360,158247,47922
8785,70687,158302,47925
8788,70692,158338,47947
8790,70729,158499,47956
8791,70730,158508,47962
8792,70737,158688,47968
8796,70819,158852,47974
8808,70850,158897,48029
8820,70860,159315,48141
8845,70879,159350,48149
8856,70914,159417,48188
8886,71054,159934,48269
8890,71060,159979,48277
8893,71075,160009,48280
8899,71110,160031,48288
8910,71117,160065,48294
8912,71126,160141,48307
8917,71148,160234,48337
8920,71152,160238,48340
8924,71153,160292,48355
8941,71170,160295,48364
8943,71181,160300,48386
8957,71376,160308,48388
8960,71426,160312,48389
8966,71429,160322,48395
8993,71449,160323,48397
8994,71502,160334,48400
8999,71588,160356,48411
9000,71635,160380,48416
9003,71682,160383,48464
9004,71732,160414,48465
9006,71797,160484,48491
9010,71808,161471,48494
9011,71810,161493,48500
9012,71814,161517,48501
9014,71815,161661,48577
9015,71817,161875,48579
9016,71818,161879,48586
9021,71847,161904,48587
9023,71874,162177,48633
9041,71920,162543,48635
9051,71976,162690,48645
9054,72001,162784,48676
9055,72044,162945,48705
9067,72206,163175,48756
9071,72537,163229,48856
9077,72540,163334,48893
9101,72566,163342,48925
9114,72568,163347,48981
9118,72595,163390,49007
9119,72615,163783,49011
9123,72713,164007,49074
9124,72732,164074,49371
9125,72735,164296,49373
9130,72736,164308,49389
9135,72738,164349,49390
9161,72740,164355,49408
9163,72817,164619,49409
9168,72833,164624,49416
9178,72862,164717,49435
9182,72930,164819,49462
9195,72981,164862,49473
9199,73016,164954,49475
9207,73021,164960,49491
9209,73091,165000,49543
9227,73146,165001,49584
9228,73147,165013,49604
9238,73216,165058,49698
9248,73281,165071,49705
9249,73364,166128,49713
9251,73396,166168,49747
9252,73435,166170,49766
9254,73447,166228,49767
9255,73462,166250,49771
9256,73477,166261,49780
9258,73593,166775,49782
9259,73631,166788,49786
9260,73632,168072,49799
9272,73639,168090,49808
9273,73681,168159,49814
9275,73682,168162,49828
9276,73686,168168,49911
9277,73695,168255,49942
9279,73696,168349,49957
9280,73863,168352,49972
9286,73866,168437,50072
9292,73896,168456,50202
9304,74050,168510,50229
9310,74052,168714,50280
9356,74054,168743,50291
9358,74182,168786,50292
9360,74509,168827,50294
9382,74542,168838,50416
9388,75350,168953,50429
9396,75356,169047,50434
9399,75377,169300,50580
9401,75393,169305,50606
9405,75394,169306,50781
9410,75444,169364,50855
9416,75462,169386,50857
9417,75463,169403,50865
9418,75519,169488,50873
9421,75630,169516,50894
9425,75663,169524,50897
9426,75709,169656,50911
9428,75751,169721,50912
9431,75763,169956,50942
9435,75846,169957,50945
9443,75848,170111,50946
9444,75855,170116,50948
9485,75943,170243,50980
9488,75984,170565,51091
9491,76008,170693,51225
9516,76115,170770,51228
9517,76128,170802,51231
9521,76136,170814,51254
9523,76152,170884,51258
9524,76168,170915,51276
9532,76240,170923,51324
9536,76244,171063,51326
9537,76252,171117,51354
9539,76254,171121,51356
9541,76255,171175,51426
9544,76260,171178,51467
9547,76268,171529,51477
9556,76276,171570,51481
9559,76316,171671,51507
9563,76318,171693,51751
9564,76351,171712,51754
9600,76355,172009,51766
9603,76498,172018,51773
9643,76499,172039,51804
9645,76521,173532,51805
9646,76540,173601,51878
9654,76630,174233,51901
9657,76643,174295,51910
9659,76682,174345,51962
9661,76686,174481,52263
9674,76701,174496,52265
9675,76757,174637,52281
9683,76763,174644,52282
9684,76774,174645,52303
9685,76778,174655,52398
9686,76820,174700,52403
9688,76833,175425,52405
9691,76834,175428,52457
9694,76837,175470,52471
9695,76886,175592,52478
9696,77089,175792,53028
9697,77126,175869,53047
9702,77128,176427,53059
9706,77131,176533,53060
9707,77136,176765,53082
9713,77137,176777,53084
9724,77248,176790,53087
9737,77249,176804,53089
9746,77252,176846,53112
9752,77253,177304,53115
9753,77254,177430,53119
9762,77255,177448,53131
9764,77256,177497,53137
9770,77257,177770,53145
9779,77260,177777,53175
9791,77262,178085,53176
9792,77266,178366,53186
9793,77269,178443,53194
9796,77282,178676,53210
9798,77449,178678,53226
9799,77739,178794,53227
9802,77770,179071,53253
9806,77802,179418,53261
9814,77803,179422,53278
9815,77812,179424,53299
9820,77813,179509,53307
9829,77830,179652,53346
9838,77853,179663,53352
9843,77937,179718,53361
9859,77943,179723,53401
9861,77952,179816,53402
9871,77959,179818,53403
9876,77994,179919,53412
9894,77996,180771,53419
9895,78000,180811,53420
9903,78049,180880,53421
9904,78054,180915,53446
9906,78056,181014,53462
9911,78065,181061,53463
9916,78075,181089,53551
9918,78160,181184,53552
9919,78161,181185,53553
9924,78163,181196,53561
9929,78312,181481,53563
9931,78319,181485,53566
9933,78410,181540,53567
9934,78425,181544,53568
9936,78426,181547,53569
9945,78436,181616,53582
9947,78438,181656,53597
9948,78467,181737,53598
9976,78472,181739,53611
9978,78570,181841,53623
9979,78592,182009,53625
9980,78596,182092,53626
9981,78663,182105,53642
9982,78765,182194,53643
9983,79298,182196,53645
9985,79330,182197,53661
9986,79331,182201,53662
9989,79332,182210,53664
9992,79333,182223,53693
9994,79338,182226,53694
10028,79343,182227,53733
10029,79348,182238,53734
10037,79351,182239,53735
10044,79356,182247,53739
10046,79359,182248,53741
10052,79360,182254,53742
10054,79363,182265,53792
10057,79369,182304,53813
10062,79385,182320,53819
10065,79388,182364,53839
10067,79399,182379,53841
10068,79485,182382,53856
10071,79599,182387,53912
10072,79623,182437,53930
10079,79796,182459,54205
10093,80671,182463,54346
10094,81265,182466,54350
10096,81347,182474,54356
10098,81362,182483,54432
10100,81448,182489,54443
10109,81747,182506,54446
10110,81757,182564,54482
10111,81785,182589,54507
10113,81790,182595,54731
10114,81804,182603,54732
10115,81806,182649,54743
10120,81810,182657,54765
10147,81843,182738,54816
10160,81849,182774,54862
10165,81890,182788,55039
10166,81891,182803,55041
10167,81897,182808,55044
10182,81936,182854,55058
10186,81941,182856,55095
10188,81942,182868,55097
10189,81943,182887,55099
10191,81949,182937,55172
10207,82007,182965,55917
10219,82265,182969,55920
10223,82272,182986,55933
10227,82320,183072,55938
10229,82409,183158,55947
10230,82451,183160,55991
10234,82556,183185,56055
10238,82667,183377,56147
10239,82723,183423,56149
10243,82725,183445,56188
10244,82739,183478,56189
10245,82742,183590,56205
10246,82812,183650,56210
10251,82813,183743,56349
10257,82897,183821,56352
10340,82907,185940,56379
10347,82908,185960,56463
10348,82909,185980,56520
10349,82910,185983,56523
10353,82911,186004,56591
10356,82912,186020,56635
10357,82917,186088,56700
10360,82918,186274,56701
10361,82919,186411,56711
10364,82922,186462,56720
10366,82925,186474,56748
10369,82933,186483,56758
10370,82934,186530,56759
10378,82947,186585,56761
10379,84034,186623,56782
10383,84085,186653,56783
10384,84228,186654,56807
10387,84502,186826,56829
10393,84643,186890,56833
10395,84718,186961,56862
10397,84771,187037,56867
10398,84818,187283,56870
10402,84825,187307,56875
10416,84900,187308,56884
10426,84983,187487,56916
10432,84987,187488,56946
10435,84990,187528,56948
10441,85021,187531,56974
10450,85026,187536,56977
10455,85039,187537,57033
10456,85180,187540,57043
10457,85249,187546,57085
10458,85250,187557,57118
10459,85256,187602,57119
10471,85268,187714,57122
10480,85564,187756,57152
10485,86012,188011,57169
10494,86016,188013,57177
10498,86026,188016,57201
10502,86095,188076,57202
10507,86102,188257,57259
10509,86119,188268,57347
10513,86242,188280,57365
10514,86263,188358,57424
10515,86271,190285,57522
10519,86289,190313,57597
10528,86297,190314,57641
10532,86462,190315,57888
10535,86555,190345,58437
10562,86600,190626,58543
10578,86609,190940,58762
10580,86627,190942,58787
10634,86654,191090,58804
10644,86689,191152,58806
10645,86737,191369,58808
10652,86739,191405,58877
10655,86793,191501,58885
10659,86795,191520,58886
